gvkey,conm,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
129085,SKILLSOFT CORP,83066P101,0001094451,P,01,LC,87630,17907,20000201,20020906
129118,EMERGE INTERACTIVE INC,29088W301,0001092605,P,01,LC,87603,17939,20000204,20070226
129120,PROXIM WIRELESS CORP,744285206,0000712511,P,01,LC,87634,17917,20000202,20090422
129418,ALAMOSA HOLDINGS INC,011589108,0001120102,P,01,LC,87585,17927,20000203,20060201
129419,CENTRA SOFTWARE INC,15234X103,0001096658,P,01,LC,87595,17928,20000203,20060131
129438,CHINA NUTRIFRUIT GROUP LTD,16944U108,0000753224,C,01,LC,92991,53191,20090827,20120426
129442,MEDIACOM COMMUNICATIONS CORP,58446K105,0001098659,P,01,LC,87618,17931,20000204,20110304
129466,AGENUS INC,00847G705,0001098972,P,01,LC,87583,17936,20000204,E
129467,AVANEX CORP,05348W307,0001056794,P,01,LC,87588,17934,20000204,20090430
129469,EON COMMUNICATIONS CORP,268763208,,P,01,LC,87604,17932,20000204,20140608
129470,FASTNET CORP,311877104,0001092536,P,01,LC,87830,17948,20000208,20030620
129471,FIREPOND INC-OLD,318224201,0001098574,P,01,LC,87605,17933,20000204,20031203
129518,BUY.COM INC -REDH,12426T107,0001097070,P,01,LC,87591,17947,20000208,20010813
129519,LANDACORP INC,514756105,0001058177,P,01,LC,87615,17953,20000209,20040427
129623,DELANO TECHNOLOGY CORP,245701107,,P,01,LC,87650,17954,20000209,20020626
129624,FARGO ELECTRONICS INC,30744P102,0001098834,P,01,LC,87606,17968,20000211,20060831
129626,LENDINGTREE INC -OLD,52602Q105,0001096479,P,01,LC,87636,17997,20000216,20030808
129628,LIGHTSPAN INC,53226T202,0001097892,P,01,LC,87617,17959,20000210,20031117
129629,ORGANIC INC,68617E101,0001093709,P,01,LC,87624,17958,20000210,20020114
129631,IPET HOLDINGS INC,46261Y102,0001100683,P,01,LC,87654,17973,20000211,20010118
129632,ACCESS PLANS USA INC,00433N106,0001017440,P,01,LC,87625,17964,20000210,20090402
129635,VICINITY CORP,925653107,0001029784,P,01,LC,87640,17952,20000209,20021211
129823,BEASLEY BROADCAST GROUP INC,074014101,0001099160,P,01,LC,87589,17970,20000211,E
129839,CYPRESS COMMUNICATIONS INC,232743203,0001043892,P,01,LC,87597,17961,20000210,20020221
129840,MATTERSIGHT CORP,577097108,0001094348,P,01,LC,87602,17962,20000216,20180831
129848,VANTAGEMED CORP,92208W106,0001099531,P,01,LC,87641,17985,20000215,20020923
129849,VARSITY GROUP INC,922281100,0001069502,P,01,LC,87643,17984,20000215,20080430
129850,WITNESS SYSTEMS INC,977424100,0001097338,P,01,LC,87646,17960,20000210,20070529
129851,QUOVADX INC,74913K106,0001094561,P,01,LC,87648,17963,20000210,20070719
130040,CHORDIANT SOFTWARE INC,170404305,0001042134,P,01,LC,87649,17990,20000215,20100430
130041,VERENIUM CORP,92340P209,0001049210,P,01,LC,87601,17978,20000214,20131031
130043,LANTE CORP,516540101,,P,01,LC,87616,17972,20000211,20020906
130048,VIA NET.WORKS INC,925912107,0001098402,C,01,LC,87642,17967,20000211,20050812
130049,WEBMETHODS INC,94768C108,0001035096,P,01,LC,87644,17969,20000211,20070601
130138,FLAG TELECOM GROUP LTD,G3529X106,0001102752,P,01,LC,87607,17971,20000211,20020612
130200,GENTIVA HEALTH SERVICES INC,37247A102,0001096142,P,01,LC,87771,18433,20000316,20150202
130203,STARDRIVE SOLUTIONS INC,855275103,0001088116,C,01,LC,87631,17988,20000215,20011116
130298,NEW DRAGON ASIA CORP,64378H102,0001089590,C,01,LC,87833,36950,20010808,20110607
130298,NEW DRAGON ASIA CORP,64378H102,0001089590,C,01,LC,87833,36950,20000428,20010419
130303,JEREMYS MICROBATCH ICE CREAM,476319108,0001097453,C,01,LC,87613,17987,20000215,20001003
130305,SAVVIS INC,805423308,0001058444,P,01,LC,87633,17986,20000215,20110729
130380,INTERACTIVE INVESTOR INTL,457955102,0000917124,C,90,LC,87609,18008,20000218,20010417
130398,APROPOS TECHNOLOGY INC,038334108,0001098803,P,01,LC,87586,18005,20000217,20051125
130399,CHOICE ONE COMMUNICATION INC,17038P104,0001091953,P,01,LC,87596,18006,20000217,20021209
130400,ELOQUENT INC,290140102,0001003265,P,01,LC,87651,18004,20000217,20030320
130419,EZ AUCTIONS & SHIPPING INC,26928T100,0001094012,C,01,LC,87628,18011,20000229,20011022
130419,EZ AUCTIONS & SHIPPING INC,26928T100,0001094012,C,00X,LC,87628,18011,20000218,20000228
130421,INFORTE CORP,45677R107,0001099944,P,01,LC,87611,18010,20000218,20070726
130498,GIGAMEDIA LTD,Y2711Y112,0001105101,P,01,LC,87608,18009,20000218,E
130520,CARRIER1 INTERNATIONAL SA,144500303,0001081824,C,90,LC,87593,18310,20000224,20020211
130525,AMERICAS SILVER CORP,03063L705,0001286973,P,01,LC,16545,55838,20170119,E
130618,PEMBINA PIPELINE CORP,706327103,0001546066,P,01,LC,13353,54047,20120402,E
130762,INTERSIL CORP  -CL A,46069S109,0001096325,P,01,LC,87612,18314,20000225,20170228
130764,MAGNA ENTERTAINMENT CORP,559211305,0001093273,P,01,LC,87619,18311,20000313,20090313
130766,NEXTEL PARTNERS INC,65333F107,0001085707,P,01,LC,87623,18305,20000223,20060630
131423,DIGITALTHINK INC,25388M100,0001100514,P,01,LC,87599,18313,20000225,20040503
131425,HOTELS.COM,44147T108,0001098322,P,01,LC,87627,18312,20000225,20030620
132361,AQUANTIVE INC,03839G105,0001071806,P,01,LC,87587,18327,20000229,20070810
132369,NIKU CORP,654113703,0001076641,P,01,LC,87621,18325,20000229,20050729
132405,MATRIXONE INC,57685P304,0000786998,P,01,LC,87793,18330,20000301,20060531
132406,NET.GENESIS CORP,64107E107,0001004874,P,01,LC,87622,18326,20000229,20011221
132482,ONVIA INC,68338T403,0001100917,P,01,LC,87797,18329,20000301,20171130
132498,CONNECTICUT BANCSHARES INC,207540105,0001097882,P,01,LC,87809,18344,20000302,20040430
132502,PALM INC,696643105,0001100389,P,01,LC,87800,18342,20000302,20100702
132503,PRIME RESPONSE INC,74158B100,0001096839,P,01,LC,87802,18349,20000303,20010327
132504,SWITCHBOARD INC,871045100,0001085223,P,01,LC,87817,18343,20000302,20040603
132518,ASIAINFO-LINKAGE INC,04518A104,0001100969,P,01,LC,87752,18350,20000303,20140131
132523,NET2000 COMMUNICATIONS INC,64122G103,0001099363,C,01,LC,87796,18365,20000307,20011115
132524,REGISTER.COM INC,75914G101,0001091284,P,01,LC,87806,18351,20000303,20051130
132525,UTSTARCOM HOLDINGS CORP,G9310A114,0001030471,P,01,LC,87825,18348,20000303,E
132526,VERSATA INC,925298200,0001034397,P,01,LC,87826,18347,20000303,20050719
132538,IFCO SYSTEMS NV,N43961114,0001102957,P,01,LC,87778,18359,20000306,20020520
132598,E MACHITOWN CO LTD,225226208,0001106934,C,90,LC,87761,18381,20000308,20031121
132599,DIGITAS INC,25388K104,0001407313,P,01,LC,87763,18407,20000314,20070131
132600,IPRINT TECHNOLOGIES INC,462628108,0001099795,P,01,LC,87783,18380,20000308,20021001
132605,TRAVELOCITY.COM INC,893953109,0001104172,P,01,LC,87822,18382,20000308,20020411
132641,ORAPHARMA INC,68554E106,0001028065,P,01,LC,87798,18392,20000309,20030210
132643,RIVERDEEP GROUP PLC,76870Q109,0001107692,P,90,LC,87807,18391,20000313,20021003
132644,DETERMINE INC,250660107,0001090908,P,01,LC,87814,18398,20000310,20181219
132678,NEW CHINA HOMES LTD,G6445R103,0001094369,P,01,LC,87794,18401,20000310,20030423
132698,GT GROUP TELECOM INC,362359408,0001058283,C,01,LC,87772,18399,20000310,20020729
132700,HOMEGROCER.COM INC,43740K100,0001100408,P,01,LC,87775,18400,20000310,20000905
132702,OTG SOFTWARE INC,671059103,0001101757,P,01,LC,87799,18397,20000310,20020514
132740,INFINEON TECHNOLOGIES AG,45662N103,0001107457,P,90,LC,87664,36959,20000313,20090423
132742,SUNDAY COMMUNICATIONS LTD,867270209,0001106952,P,90,LC,87810,18417,20000315,20061229
132758,RADVISION LTD,M81869105,0001105519,P,01,LC,87808,18408,20000314,E
132799,COSTAR TECHNOLOGIES INC,22161J206,0001053676,P,01,LC,87768,18406,20000314,20040528
132800,LASTMINUTE.COM PLC,518129101,0001108034,P,90,LC,87788,18410,20000314,20040818
132978,IMPROVENET INC,45321E106,0001043561,P,01,LC,87780,18430,20000316,20010628
132980,LOUDEYE CORP,545754202,0001064648,P,01,LC,87790,18428,20000315,20061031
132981,LENCO MOBILE INC,52602V104,0001100202,P,01,LC,87811,18418,20000315,20011119
132986,PSI TECHNOLOGIES HLDGS  -ADR,74438Q109,0001106714,P,90,LC,87804,18431,20000316,20080919
132987,SONG NETWORKS HLDG AB,83544Q101,0001108352,C,90,LC,87818,18432,20000316,20020828
132988,WACCAMAW BANKSHARES INC,929741106,0001144686,P,01,LC,89701,43978,20030324,20111122
133044,SCO GROUP INC,78403A106,0001102542,P,01,LC,87756,18446,20000321,20071226
133045,INTEGRATED INFORMATION SYS,45817B301,0001059421,C,01,LC,87779,18437,20000317,20030409
133047,TIPPINGPOINT TECHNOLOGIES,888011103,0001097297,P,01,LC,87795,18438,20000317,20050131
133048,INTERMOUNTAIN CMNTY BANCORP,45881M308,0001284506,P,01,LC,13754,54308,20130109,20141031
133049,UAGH INC,91399W933,0001070699,P,01,LC,87823,18436,20000317,20040901
133050,UPROAR INC,916706104,,P,01,LC,87824,18435,20000317,20010322
133104,KT CORP,48268K101,0000892450,P,90,LC,86869,31085,19990526,E
133164,ACLARA BIOSCIENCES INC,00461P106,0001067588,P,01,LC,87748,18444,20000321,20041210
133166,CUBIC ENERGY INC,229675103,0000319156,P,01,LC,92763,53066,20080804,20130716
133170,GRANT PRIDECO INC,38821G101,0001097313,P,01,LC,87660,36955,20000321,20080421
133184,PARTSBASE INC,70214P109,0001102754,P,01,LC,87803,18450,20000322,20030221
133186,IGN ENTERTAINMENT INC,449589100,0001101547,P,01,LC,87815,18447,20000321,20030828
133204,BUSYBOX.COM INC,123335101,0001088316,C,01,LC,88327,37702,20000627,20010404
133245,INSILICON CORP,45769H108,,P,01,LC,87782,18451,20000322,20020920
133246,INTERMUNE INC,45884X103,0001087432,P,01,LC,87785,18456,20000324,20140930
133247,JET METAL CORP,47713E108,,C,01,LC,91984,52254,20070507,20130628
133264,GLOBAL LT TELECOMMUNICATIONS,37934X100,0001054183,C,01,LC,86371,34885,19981005,20020628
133284,BLAZE SOFTWARE INC,09347T109,0001103088,P,01,LC,87754,18453,20000323,20000929
133288,SILICON LABORATORIES INC,826919102,0001038074,P,01,LC,87812,18455,20000324,E
133289,SUN LIFE FINANCIAL INC,866796105,0001097362,P,01,LC,87666,36962,20000324,E
133304,ALVARION LTD,M0861T118,0001108332,P,01,LC,87755,18454,20000323,20140115
133324,EMACHINES INC,29076P102,0001090710,P,01,LC,87764,18459,20000324,20010524
133325,EPRISE CORP,294352109,0001098937,P,01,LC,87765,18460,20000324,20011205
133326,DIGITAL LIGHTHOUSE CORP,25386P105,0001022191,P,01,LC,87766,18458,20000324,20010713
133327,SK BROADBAND CO LTD,409649308,0001108838,P,90,LC,87773,18704,20000329,20070627
133328,ARDEA BIOSCIENCES INC,03969P107,0001103390,P,01,LC,87777,18700,20071010,20120629
133328,ARDEA BIOSCIENCES INC,03969P107,0001103390,P,01,LC,87777,18700,20000328,20051013
133346,VIASYSTEMS GROUP INC,92553H803,0001101169,P,05,LC,93271,36965,20100217,20150531
133346,VIASYSTEMS GROUP INC,92553H803,0001101169,P,01,LC,87668,36965,20000324,20020422
133366,EDWARDS LIFESCIENCES CORP,28176E108,0001099800,P,01,LC,87657,36952,20000403,E
133367,EDGEWELL PERSONAL CARE CO,28035Q102,0001096752,P,01,LC,87659,36954,20000404,E
133369,IMPERIAL PARKING CORP,453077109,0001103389,P,01,LC,87663,36958,20000328,20040504
133424,ALLOS THERAPEUTICS INC,019777101,0001097264,P,01,LC,87750,18698,20000328,E
133425,ARTISTDIRECT INC,04315D400,0001095079,C,01,LC,87751,18701,20000328,20030508
133430,MOLDFLOW CORP,608507109,0001103234,P,01,LC,87791,18697,20000328,20080625
133432,WEBSENSE INC,947684106,0001098277,P,01,LC,87827,18696,20000328,20130628
133468,RIGEL PHARMACEUTICALS INC,766559603,0001034842,P,01,LC,88810,40998,20001129,E
133469,TELOCITY INC,87971D103,0001102448,P,01,LC,87819,18703,20000329,20010403
133504,LUMINEX CORP,55027E102,0001033905,P,01,LC,87789,18709,20000330,E
133506,PEOPLES CMNTY BANCORP INC,71086E107,0001100983,C,01,LC,87801,18710,20000330,20090731
133524,ARROWPOINT COMMUNICATION INC,042810101,0001039198,P,01,LC,87829,18717,20000331,20000623
133525,GLOBAL SOURCES LTD,G39300101,0001110650,P,02,LC,88166,37160,20000501,20170831
133525,GLOBAL SOURCES LTD,G39300101,0001110650,C,02,LC,88166,37160,20000417,20000430
133547,CONVERSANT INC,21249J105,0001080034,P,01,LC,88207,37389,20000331,20141209
133564,CAMTEK LTD,M20791105,0001109138,P,01,LC,88427,37923,20000728,E
133584,TRADER CLASSIFIED MEDIA NV,89254T102,0001109678,C,90,LC,87820,18718,20000331,20021218
133685,THREE RIVERS BANCORP INC,88562Q107,0001103585,P,01,LC,88200,37192,20000403,20020930
133724,ADOLOR CORP,00724X102,0001076167,P,01,LC,88784,40976,20001114,20111230
133726,CABOT MICROELECTRONICS CORP,12709P103,0001102934,P,01,LC,88152,37148,20000404,E
133728,ARTEMIS INTL SOLUTIONS CORP,04301R405,0001099674,P,01,LC,88184,37178,20000407,20010628
133729,ORATEC INTERVENTIONS INC,68554M108,0001037165,P,01,LC,88185,37179,20000405,20020328
133730,STRATUS SERVICES GROUP INC,863170304,0001044391,P,01,LC,88194,37187,20000426,20020226
133731,TANOX INC,87588Q109,0001099414,P,01,LC,88199,37191,20000407,20070802
133732,VYYO INC,918458209,0001104730,P,01,LC,88204,37196,20000405,20080325
133764,EAGLE BANCORP MONTANA INC,26942G100,0001101146,P,01,LC,93368,53402,20100405,E
133766,HEALTHSTREAM INC,42222N103,0001095565,P,01,LC,88167,37161,20000411,E
133767,KRISPY KREME DOUGHNUTS INC,501014104,0001100270,P,01,LC,88172,37166,20000405,20160727
133768,METLIFE INC,59156R108,0001099219,P,01,LC,87842,37138,20000405,E
133769,ULTICOM INC,903844207,0001103184,P,01,LC,88202,37194,20091125,20101203
133769,ULTICOM INC,903844207,0001103184,P,01,LC,88202,37194,20000405,20070130
133825,SUPPORT.COM INC,86858W200,0001104855,P,01,LC,88468,37958,20000719,E
133844,IMAGEWARE SYSTEMS INC,45245S108,0000941685,P,01,LC,88213,36957,20000501,20080506
133866,PURPLE COMMUNICATIONS INC,746389105,0001101268,P,01,LC,88165,37159,20000428,20091125
133867,I3 MOBILE INC,465713105,0001045597,P,01,LC,88169,37163,20000406,20031231
133868,LEXICON PHARMACEUTICALS INC,528872302,0001062822,P,01,LC,88173,37167,20000407,E
133869,LIVEPERSON INC,538146101,0001102993,P,01,LC,88174,37168,20000407,E
133870,PETROCHINA CO LTD,71646E100,0001108329,P,90,LC,87844,37141,20000406,E
133871,SANGAMO THERAPEUTICS INC,800677106,0001001233,P,01,LC,88195,37188,20000406,E
133885,EXELIXIS INC,30161Q104,0000939767,P,01,LC,88159,37154,20000411,E
133886,NUMERICAL TECHNOLOGIES INC,67053T101,0001091226,P,01,LC,88178,37172,20000407,20030228
133888,SABA SOFTWARE INC,784932600,0001070380,P,01,LC,88193,37186,20000407,20150227
133905,NOVA MEASURING INSTRUMENTS,M7516K103,0001109345,P,01,LC,88181,37175,20000411,E
133944,OCLARO INC,67555N206,0001110647,P,01,LC,90354,37145,20040920,20181231
133944,OCLARO INC,67555N206,0001110647,P,01,LC,88149,37145,20000413,20040909
133945,DDI CORP,233162502,0001104252,P,02,LC,90083,37150,20040305,20120531
133945,DDI CORP,233162502,0001104252,P,01,LC,88155,37150,20000411,20030414
133949,QUALSTAR CORP,74758R208,0000758938,P,01,LC,88370,37739,20000623,E
133964,CRYPTOLOGIC LTD,G3159C109,0001094036,P,01,LC,87762,18448,20000320,20120731
133985,CORILLIAN CORP,218725109,0001041403,P,01,LC,88153,37149,20000412,20070515
133987,PEC SOLUTIONS INC,705107100,0001103013,P,01,LC,88187,37181,20000420,20050607
133988,PORT FINANCIAL CORP,734119100,0001099517,P,01,LC,88188,37182,20000412,20030731
134004,ASIACONTENT.COM LTD  -CL A,G05354116,0001091212,P,01,LC,88168,37162,20000412,20020614
134025,COOLSAVINGS INC,216485102,0001087875,P,01,LC,88247,37511,20000519,20011120
134026,CROWN MEDIA HOLDINGS INC,228411104,0001103837,P,01,LC,88246,37510,20000504,20160531
134031,NUANCE COMMUNICATIONS-OLD,669967101,0001102556,P,01,LC,88180,37174,20000413,20050916
134044,SINA CORP,G81477104,0001094005,P,01,LC,88196,37189,20000413,E
134104,KNOVA SOFTWARE INC,499234102,0001062606,P,01,LC,88570,38465,20000825,20030502
134144,EFUNDS CORP,28224R101,0001109190,P,01,LC,88338,37713,20000627,20070912
134164,WEBEX COMMUNICATIONS INC,94767L109,0001109935,P,01,LC,88478,37967,20000728,20070525
134267,QSC AG,74727G101,0001110999,P,90,LC,88191,37184,20000419,20020402
134305,MAG SILVER CORP,55903Q104,0001230992,P,01,LC,92181,52527,20070709,E
134308,MONOGRAM BIOSCIENCES INC,60975U207,0001094961,P,01,LC,88271,37534,20000502,20090831
134384,STEC INC,784774101,0001102741,P,01,LC,88646,39175,20000929,E
134447,EMBARCADERO TECHNOLOGIES INC,290787100,0001107112,P,01,LC,88157,37152,20000420,20070625
134451,PACKARD BIOSCIENCE INC,695172205,0001035975,P,01,LC,88186,37180,20000420,20011112
134452,SEEBEYOND TECHNOLOGY CORP,815704101,0001106842,P,01,LC,88198,37190,20000428,20050825
134453,360NETWORKS INC,88575T205,0001084587,C,01,LC,88201,37193,20000420,20010627
134685,PRAECIS PHARMACEUTICALS INC,739421402,0001033025,P,01,LC,88190,37183,20000427,20070228
134744,SIGNALSOFT CORP,82668M102,0001103354,P,01,LC,88566,38461,20000803,20020731
134764,TALARIAN CORP,874090103,0000857914,P,01,LC,88470,37960,20000721,20020423
134804,DOCENT INC,25608L502,0001043134,P,01,LC,88624,39157,20000929,20040318
134845,AT&T WIRELESS SERVICES INC,00209A106,0001138234,P,01,LC,89001,41670,20010709,20041026
134845,AT&T WIRELESS SERVICES INC,00209A106,0001138234,P,01,LC,87831,20103,20000427,20010706
134869,GENOMIC SOLUTIONS INC,37243R208,,P,01,LC,88966,37722,20010423,20021024
134869,GENOMIC SOLUTIONS INC,37243R208,,P,01,LC,88346,37722,20000505,20010420
134870,METAWAVE COMMUNICATIONS CP,591409107,0001028361,C,01,LC,88176,37170,20000427,20030205
134932,ON SEMICONDUCTOR CORP,682189105,0001097864,P,01,LC,88182,37176,20000428,E
134938,WHEREVER.NET HLDG CORP  -ADR,96328M104,0001109542,P,90,LC,88272,37535,20000502,20010709
134944,ECHAPMAN INC,26830Q103,0001096114,P,01,LC,88337,37712,20000620,20020819
134964,PINNACOR INC,723487104,0001106917,P,01,LC,88565,38460,20000803,20040116
134984,CROSSWORLDS SOFTWARE INC,22769P109,0001037834,P,01,LC,88333,37708,20000601,20020111
135004,ORCHID CELLMARK INC,68573C107,0001107216,P,01,LC,88255,37520,20000505,20111230
135024,SEQUOIA SOFTWARE CORP,817439102,0001028442,P,01,LC,88265,37529,20000512,20010430
135044,PIXELWORKS INC,72581M305,0001040161,P,01,LC,88260,37524,20000519,E
135165,OTIX GLOBAL INC,68906N200,0001105982,P,01,LC,88263,37527,20000502,20101130
135247,ICORIA INC,451045108,0001057217,P,01,LC,88256,37521,20000505,20050630
135425,TWO RIVER BANCORP,90207C105,0001343034,P,01,LC,91171,50590,20060404,E
135484,FRONTIER COMMUNICATIONS CORP,35906A306,0000020520,P,01,LC,23887,925,20000901,E
135669,US UNWIRED INC,90338R104,0001024149,P,01,LC,88270,37533,20000518,20050812
135686,NOGATECH INC,654919109,0001005938,P,01,LC,88253,37518,20000518,20001025
135705,IBEAM BROADCASTING CORP,45073P408,0001098570,C,01,LC,88251,37515,20000518,20011010
135708,NEW FOCUS INC,644383101,0001090215,P,01,LC,88254,37519,20000518,20040331
135784,FIRST NATL BANCSHARES INC/SC,32111B104,0001095274,C,01,LC,90970,48772,20051101,20100707
135788,CEVA INC,157210105,0001173489,P,02,LC,89572,43688,20021101,E
135788,CEVA INC,157210105,0001173489,P,02,LC,88259,37523,20000519,20021031
135805,MICROTUNE INC,59514P109,0001108058,P,01,LC,88575,38470,20000804,20101130
135824,VINA TECHNOLOGIES INC,92719D100,0001113428,P,01,LC,88579,38473,20000810,20030605
135844,INNOVATIVE SOLTNS & SUPP INC,45769N105,0000836690,P,01,LC,88534,38432,20000804,E
135864,O2WIRELESS SOLUTIONS INC,689803104,0001113529,P,01,LC,88551,38447,20000816,20020913
135865,BROADWING CORP,11161E101,0001060490,P,01,LC,88430,37925,20000728,20070131
135914,ONI SYSTEMS CORP,68273F103,,P,01,LC,88364,37734,20000601,20020621
135945,CENTILLIUM COMMUNICATIONS,152319109,0001107194,P,01,LC,88248,37512,20000524,20081031
135965,RIBBON COMMUNICATIONS INC,762544104,0001708055,P,01,LC,88264,37528,20000525,E
135966,SIRENZA MICRODEVICES INC,82966T106,0001103777,P,01,LC,88262,37526,20000525,20071113
135969,UNIVERSAL COMPRESSION HLDGS,913431102,0001057234,P,01,LC,88237,37502,20000524,20070820
135986,SCIELE PHARMA INC,808627103,0001106773,P,01,LC,88249,37513,20000531,20081009
135990,NRG ENERGY INC,629377508,0001013871,P,03,LC,90071,37496,20040325,E
135990,NRG ENERGY INC,629377508,0001013871,P,01,LC,88232,37496,20000531,20020603
136009,PURE RESOURCES INC,74622E102,,P,01,LC,88235,37498,20000526,20021030
136186,INSMED INC,457669307,0001104506,P,01,LC,88351,37726,20000601,E
136264,EXULT INC,302284104,0001108341,P,01,LC,88342,37717,20000602,20040930
136265,PACWEST BANCORP,695263103,0001102112,P,01,LC,88343,37718,20000606,E
136267,UBIQUITEL INC,903474302,0001108487,P,01,LC,88383,37749,20000607,20060630
136306,PENDRELL CORP,70686R708,0001359555,C,01,LC,86270,16245,20060913,20180810
136307,MEDIS TECHNOLOGIES LTD,58500P107,0001090507,P,01,LC,88355,37729,20000606,20090820
136645,DUCK HEAD APPAREL CO INC,26410P103,0001101395,P,01,LC,88288,37667,20000630,20010831
136646,EDIETS.COM INC,280597204,0001094058,P,01,LC,90028,44883,20040217,20111201
136648,VISTEON CORP,92839U206,0001111335,P,02,LC,88319,37682,20110110,E
136648,VISTEON CORP,92839U206,0001111335,P,01,LC,88319,37682,20000629,20090305
136684,BROOKFIELD RENEWABLE PRTS LP,G16258108,0001533232,P,01,LC,14009,54457,20130611,E
136725,INTUITIVE SURGICAL INC,46120E602,0001035267,P,01,LC,88352,37727,20000613,E
